event_id,date,league_slug,home,away,odd_home,odd_away,books,status,fetched_at
8259160366,2026-08-11T14:00:00Z,league-of-legends-hitpoint-masters-summer,NightBirds,Onion Team,,,,pending,
5717396748,2026-08-11T16:30:00Z,league-of-legends-hitpoint-masters-summer,BRUTE,Bohemian Guardians,,,,pending,
4315441485,2026-08-12T14:00:00Z,league-of-legends-hitpoint-masters-summer,Onion Team,eSuba,,,,pending,
7343686921,2026-08-12T16:30:00Z,league-of-legends-hitpoint-masters-summer,Meavedron,CITA Kaizen,,,,pending,
4202909140,2026-08-13T14:00:00Z,league-of-legends-hitpoint-masters-summer,NightBirds,eSuba,,,,pending,
6633516372,2026-08-13T16:30:00Z,league-of-legends-hitpoint-masters-summer,Meavedron,EXILE esports,,,,pending,
5086507213,2026-08-18T14:00:00Z,league-of-legends-hitpoint-masters-summer,NightBirds,CITA Kaizen,,,,pending,
6184761170,2026-08-18T16:30:00Z,league-of-legends-hitpoint-masters-summer,Meavedron,Bohemian Guardians,,,,pending,
5173282518,2026-08-19T14:00:00Z,league-of-legends-hitpoint-masters-summer,Onion Team,BRUTE,,,,pending,
6820274582,2026-08-19T16:30:00Z,league-of-legends-hitpoint-masters-summer,EXILE esports,Bohemian Guardians,,,,pending,
5126562454,2026-08-20T14:00:00Z,league-of-legends-hitpoint-masters-summer,NightBirds,EXILE esports,,,,pending,
5298616202,2026-08-20T16:30:00Z,league-of-legends-hitpoint-masters-summer,CITA Kaizen,Bohemian Guardians,,,,pending,
5262977539,2026-08-25T15:45:00Z,league-of-legends-hitpoint-masters-summer,eSuba,BRUTE,,,,pending,
6784540945,2026-08-26T14:00:00Z,league-of-legends-hitpoint-masters-summer,EXILE esports,BRUTE,,,,pending,
5528778945,2026-08-26T16:30:00Z,league-of-legends-hitpoint-masters-summer,eSuba,CITA Kaizen,,,,pending,
6109031426,2026-08-27T14:00:00Z,league-of-legends-hitpoint-masters-summer,NightBirds,Meavedron,,,,pending,
5027057888,2026-08-27T16:00:00Z,league-of-legends-hitpoint-masters-summer,Onion Team,Bohemian Guardians,,,,none,2026-09-15 22:47
5953131569,2026-09-01T14:00:00Z,league-of-legends-hitpoint-masters-summer,EXILE esports,CITA Kaizen,7.75,1.07,1xbet,ok,2026-09-15 22:47
8170603865,2026-09-01T16:10:00Z,league-of-legends-hitpoint-masters-summer,Meavedron,BRUTE,,,,none,2026-09-15 22:47
5745648119,2026-09-02T16:00:00Z,league-of-legends-hitpoint-masters-summer,Meavedron,Onion Team,,,,none,2026-09-15 21:13
7356663687,2026-09-03T14:00:00Z,league-of-legends-hitpoint-masters-summer,NightBirds,BRUTE,,,,none,2026-09-15 21:13
5420060659,2026-09-03T15:45:00Z,league-of-legends-hitpoint-masters-summer,EXILE esports,eSuba,4.89,1.17,1xbet,ok,2026-09-15 21:13
4461230745,2026-09-04T15:05:00Z,league-of-legends-hitpoint-masters-summer,eSuba,Bohemian Guardians,,,,none,2026-09-15 21:13
6954408721,2026-09-06T10:20:00Z,league-of-legends-hitpoint-masters-summer,CITA Kaizen,BRUTE,,,,none,2026-09-15 21:13
4513243757,2026-09-06T12:00:00Z,league-of-legends-hitpoint-masters-summer,Meavedron,eSuba,2.365,1.57,1xbet,ok,2026-09-15 21:13
8045472170,2026-09-08T14:00:00Z,league-of-legends-hitpoint-masters-summer,NightBirds,EXILE esports,,,,none,2026-09-15 21:13
8008705406,2026-09-09T14:10:00Z,league-of-legends-hitpoint-masters-summer,CITA Kaizen,Meavedron,1.15,5.17,1xbet,ok,2026-09-15 21:13
7536614156,2026-09-13T11:10:00Z,league-of-legends-hitpoint-masters-summer,Meavedron,BRUTE,1.08,7.3,1xbet,ok,2026-09-15 21:13
5299084262,2026-09-14T14:30:00Z,league-of-legends-hitpoint-masters-summer,EXILE esports,eSuba,3.08,1.36,1xbet,ok,2026-09-15 21:13
6587629377,2026-09-15T15:00:00Z,league-of-legends-hitpoint-masters-summer,NightBirds,CITA Kaizen,1.15,5.17,1xbet,ok,2026-09-15 21:13
7749352182,2026-07-25T20:00:00Z,league-of-legends-lcs-summer,FlyQuest,LYON,,,,pending,
7318982634,2026-07-25T21:50:00Z,league-of-legends-lcs-summer,Dignitas,Sentinels,,,,pending,
7457342155,2026-07-26T20:00:00Z,league-of-legends-lcs-summer,Team Liquid,Cloud9,,,,pending,
5566101241,2026-07-26T22:15:00Z,league-of-legends-lcs-summer,Shopify Rebellion,Disguised,,,,pending,
4313060591,2026-08-01T20:00:00Z,league-of-legends-lcs-summer,Cloud9,Dignitas,,,,pending,
7564252785,2026-08-01T23:00:00Z,league-of-legends-lcs-summer,FlyQuest,Disguised,,,,pending,
4993973178,2026-08-02T20:00:00Z,league-of-legends-lcs-summer,LYON,Shopify Rebellion,,,,pending,
4731091084,2026-08-02T23:00:00Z,league-of-legends-lcs-summer,Team Liquid,Sentinels,,,,pending,
5269745980,2026-08-08T20:00:00Z,league-of-legends-lcs-summer,Cloud9,Disguised,,,,pending,
7574215539,2026-08-08T22:40:00Z,league-of-legends-lcs-summer,Sentinels,Shopify Rebellion,,,,pending,
4683952935,2026-08-09T20:00:00Z,league-of-legends-lcs-summer,Dignitas,LYON,,,,pending,
7191652256,2026-08-09T21:35:00Z,league-of-legends-lcs-summer,FlyQuest,Team Liquid,,,,pending,
7036096019,2026-08-15T20:00:00Z,league-of-legends-lcs-summer,Disguised,Team Liquid,,,,pending,
4292934171,2026-08-15T21:45:00Z,league-of-legends-lcs-summer,Shopify Rebellion,Dignitas,,,,pending,
6414342756,2026-08-16T20:00:00Z,league-of-legends-lcs-summer,FlyQuest,Cloud9,,,,pending,
4743898182,2026-08-16T22:00:00Z,league-of-legends-lcs-summer,LYON,Sentinels,,,,pending,
5635055122,2026-08-22T20:00:00Z,league-of-legends-lcs-summer,Sentinels,FlyQuest,,,,pending,
5684780952,2026-08-22T21:45:00Z,league-of-legends-lcs-summer,Disguised,Dignitas,,,,pending,
6664617823,2026-08-23T20:00:00Z,league-of-legends-lcs-summer,Disguised,Sentinels,,,,pending,
4011842996,2026-08-23T21:45:00Z,league-of-legends-lcs-summer,Dignitas,FlyQuest,,,,pending,
8244613773,2026-08-29T20:00:00Z,league-of-legends-lcs-summer,Team Liquid,Shopify Rebellion,6.2,7.95,1xbet+GG.bet,ok,2026-09-15 22:47
5153473441,2026-08-29T23:00:00Z,league-of-legends-lcs-summer,Cloud9,LYON,2.533,1.52,1xbet+GG.bet,ok,2026-09-15 22:47
4818295283,2026-08-30T20:00:00Z,league-of-legends-lcs-summer,LYON,Team Liquid,1.704,2.16,1xbet+GG.bet,ok,2026-09-15 22:47
4318323237,2026-08-30T21:50:00Z,league-of-legends-lcs-summer,Cloud9,Shopify Rebellion,1.29,4.38,1xbet+GG.bet,ok,2026-09-15 22:47
6278073399,2026-09-05T20:00:00Z,league-of-legends-lcs-summer,Sentinels,Cloud9,2.422,1.59,1xbet+GG.bet,ok,2026-09-15 21:13
8286844303,2026-09-05T21:45:00Z,league-of-legends-lcs-summer,Team Liquid,Dignitas,10.22,11.8,1xbet+GG.bet,ok,2026-09-15 22:47
5909957755,2026-09-06T20:00:00Z,league-of-legends-lcs-summer,Shopify Rebellion,FlyQuest,2.816,2.52,1xbet+GG.bet,ok,2026-09-15 22:47
4935695305,2026-09-06T21:45:00Z,league-of-legends-lcs-summer,LYON,Disguised,,,,none,2026-09-15 21:13
4660764223,2026-09-12T20:00:00Z,league-of-legends-lcs-summer,Cloud9,Shopify Rebellion,1.157,5.3,1xbet+GG.bet,ok,2026-09-15 21:13
4835386899,2026-09-13T20:00:00Z,league-of-legends-lcs-summer,Sentinels,FlyQuest,1.9,1.94,1xbet+GG.bet,ok,2026-09-15 21:13
4629837931,2026-07-24T14:00:00Z,league-of-legends-lec-summer,G2 Esports,Movistar KOI,,,,pending,
4660461198,2026-07-24T17:45:00Z,league-of-legends-lec-summer,Team Vitality,Karmine Corp,,,,pending,
7644059821,2026-07-25T14:00:00Z,league-of-legends-lec-summer,Team Vitality,G2 Esports,,,,pending,
6960329036,2026-07-25T16:30:00Z,league-of-legends-lec-summer,Karmine Corp,Movistar KOI,,,,pending,
4527503695,2026-07-26T14:30:00Z,league-of-legends-lec-summer,Movistar KOI,Team Vitality,,,,pending,
6134710335,2026-07-26T17:30:00Z,league-of-legends-lec-summer,G2 Esports,Karmine Corp,,,,pending,
5261970162,2026-07-31T15:00:00Z,league-of-legends-lec-summer,Team Vitality,Team Heretics,,,,pending,
5545876638,2026-07-31T17:00:00Z,league-of-legends-lec-summer,Movistar KOI,Shifters,,,,pending,
6474082224,2026-08-01T15:00:00Z,league-of-legends-lec-summer,GIANTX,SK Gaming,,,,pending,
6776724791,2026-08-01T18:15:00Z,league-of-legends-lec-summer,Karmine Corp,Natus Vincere,,,,pending,
6810632496,2026-08-02T15:10:00Z,league-of-legends-lec-summer,SK Gaming,G2 Esports,,,,pending,
6510997304,2026-08-02T17:15:00Z,league-of-legends-lec-summer,Fnatic,Movistar KOI,,,,pending,
6975437332,2026-08-03T15:00:00Z,league-of-legends-lec-summer,Natus Vincere,Shifters,,,,pending,
5349365218,2026-08-03T17:15:00Z,league-of-legends-lec-summer,Karmine Corp,Team Heretics,,,,pending,
6775651913,2026-08-07T15:00:00Z,league-of-legends-lec-summer,Shifters,GIANTX,,,,pending,
5984939783,2026-08-07T17:45:00Z,league-of-legends-lec-summer,Team Heretics,Fnatic,,,,pending,
4785556676,2026-08-08T15:00:00Z,league-of-legends-lec-summer,SK Gaming,Natus Vincere,,,,pending,
4189705975,2026-08-08T18:00:00Z,league-of-legends-lec-summer,Movistar KOI,GIANTX,,,,pending,
6628157130,2026-08-09T15:00:00Z,league-of-legends-lec-summer,Team Heretics,G2 Esports,,,,pending,
6593279999,2026-08-09T17:00:00Z,league-of-legends-lec-summer,Fnatic,Karmine Corp,,,,pending,
4754218643,2026-08-10T15:00:00Z,league-of-legends-lec-summer,SK Gaming,Team Vitality,,,,pending,
6371554688,2026-08-10T16:50:00Z,league-of-legends-lec-summer,Natus Vincere,G2 Esports,,,,pending,
4634316158,2026-08-14T15:00:00Z,league-of-legends-lec-summer,Shifters,SK Gaming,,,,pending,
4664107375,2026-08-14T17:00:00Z,league-of-legends-lec-summer,GIANTX,Team Vitality,,,,pending,
6959557793,2026-08-15T15:00:00Z,league-of-legends-lec-summer,SK Gaming,Fnatic,,,,pending,
5754365809,2026-08-15T16:55:00Z,league-of-legends-lec-summer,G2 Esports,Shifters,,,,pending,
6068561550,2026-08-16T15:00:00Z,league-of-legends-lec-summer,Movistar KOI,Natus Vincere,,,,pending,
8219611014,2026-08-16T17:05:00Z,league-of-legends-lec-summer,G2 Esports,Fnatic,,,,pending,
7491942336,2026-08-17T15:00:00Z,league-of-legends-lec-summer,Natus Vincere,Team Heretics,,,,pending,
4773467249,2026-08-17T16:40:00Z,league-of-legends-lec-summer,GIANTX,Karmine Corp,,,,pending,
6555319370,2026-08-21T15:00:00Z,league-of-legends-lec-summer,Team Heretics,SK Gaming,,,,pending,
5449205886,2026-08-21T17:00:00Z,league-of-legends-lec-summer,Team Vitality,Natus Vincere,,,,pending,
7838265937,2026-08-22T15:00:00Z,league-of-legends-lec-summer,Fnatic,Shifters,,,,pending,
6607533261,2026-08-22T16:45:00Z,league-of-legends-lec-summer,SK Gaming,Movistar KOI,,,,pending,
6299685978,2026-08-23T15:00:00Z,league-of-legends-lec-summer,Team Heretics,GIANTX,,,,pending,
4083355249,2026-08-23T17:15:00Z,league-of-legends-lec-summer,Shifters,Karmine Corp,,,,pending,
6512364527,2026-08-24T15:00:00Z,league-of-legends-lec-summer,Natus Vincere,Fnatic,,,,pending,
5339878301,2026-08-24T17:15:00Z,league-of-legends-lec-summer,GIANTX,G2 Esports,,,,pending,
4149846881,2026-08-28T15:00:00Z,league-of-legends-lec-summer,Shifters,Team Heretics,2.24,1.69,1xbet+GG.bet,ok,2026-09-15 22:47
5783743646,2026-08-28T16:45:00Z,league-of-legends-lec-summer,Team Vitality,Fnatic,1.62,2.24,1xbet+GG.bet,ok,2026-09-15 22:47
4336338237,2026-08-29T15:00:00Z,league-of-legends-lec-summer,Karmine Corp,SK Gaming,1.125,7.34,1xbet+GG.bet,ok,2026-09-15 22:47
4564411920,2026-08-29T17:15:00Z,league-of-legends-lec-summer,Natus Vincere,GIANTX,1.727,2.15,1xbet+GG.bet,ok,2026-09-15 22:47
6004028841,2026-08-30T12:00:00Z,league-of-legends-lec-summer,Shifters,Team Vitality,5.0,1.17,1xbet+GG.bet,ok,2026-09-15 22:47
5834351376,2026-08-30T13:45:00Z,league-of-legends-lec-summer,Movistar KOI,Team Heretics,1.232,4.22,1xbet+GG.bet,ok,2026-09-15 22:47
5098006621,2026-08-30T15:45:00Z,league-of-legends-lec-summer,Fnatic,GIANTX,1.72,2.23,1xbet+GG.bet,ok,2026-09-15 22:47
6724949856,2026-09-05T10:10:00Z,league-of-legends-lec-summer,Team Vitality,G2 Esports,3.59,1.343,1xbet+GG.bet,ok,2026-09-15 21:13
6036840858,2026-09-05T13:15:00Z,league-of-legends-lec-summer,Karmine Corp,GIANTX,1.071,8.23,1xbet+GG.bet,ok,2026-09-15 21:13
6014854009,2026-09-06T15:00:00Z,league-of-legends-lec-summer,G2 Esports,Karmine Corp,1.85,1.91,1xbet+GG.bet,ok,2026-09-15 21:13
6791555911,2026-09-11T15:00:00Z,league-of-legends-lec-summer,GIANTX,Natus Vincere,2.24,1.63,1xbet+GG.bet,ok,2026-09-15 21:13
5991876956,2026-09-12T15:00:00Z,league-of-legends-lec-summer,Team Vitality,Movistar KOI,2.0,1.77,1xbet+GG.bet,ok,2026-09-15 21:13
4254761832,2026-09-15T16:00:00Z,league-of-legends-lfl-promotion,Skillcamp Esport,Project Conquerors,1.15,5.57,1xbet+GG.bet,ok,2026-09-15 21:13
5581194899,2026-07-22T16:00:00Z,league-of-legends-lit-summer,Zena Esports,Colossal Gaming,,,,pending,
5613140265,2026-07-22T17:00:00Z,league-of-legends-lit-summer,HMBLE,GMBLERS ESPORTS,,,,pending,
4080190964,2026-07-22T18:00:00Z,league-of-legends-lit-summer,TITANS,EKO Esports,,,,pending,
5861640817,2026-07-22T19:00:00Z,league-of-legends-lit-summer,P11 Esports,Aeterna Esports,,,,pending,
8073834078,2026-07-23T16:00:00Z,league-of-legends-lit-summer,EKO Esports,P11 Esports,,,,pending,
6938907968,2026-07-23T17:00:00Z,league-of-legends-lit-summer,Aeterna Esports,Zena Esports,,,,pending,
5499630341,2026-07-23T18:00:00Z,league-of-legends-lit-summer,GMBLERS ESPORTS,TITANS,,,,pending,
7735703052,2026-07-23T19:00:00Z,league-of-legends-lit-summer,Colossal Gaming,HMBLE,,,,pending,
6752491637,2026-07-24T16:00:00Z,league-of-legends-lit-summer,P11 Esports,GMBLERS ESPORTS,,,,pending,
7990779049,2026-07-24T17:00:00Z,league-of-legends-lit-summer,TITANS,Colossal Gaming,,,,pending,
6216980137,2026-07-24T18:00:00Z,league-of-legends-lit-summer,Zena Esports,HMBLE,,,,pending,
6358393006,2026-07-24T19:00:00Z,league-of-legends-lit-summer,Aeterna Esports,EKO Esports,,,,pending,
5291703613,2026-07-30T16:00:00Z,league-of-legends-lit-summer,HMBLE,TITANS,,,,pending,
4421009886,2026-07-30T17:00:00Z,league-of-legends-lit-summer,GMBLERS ESPORTS,Aeterna Esports,,,,pending,
